transaction_id,batch_id,source_id,raw_id,account_id,event_type,amount,currency,occurred_at,description,confidence,review_state
txn_alipay_0329_be5c2047,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de,alipay_daily,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de:row:329,acct_alipay,FUND,50.0,CNY,2026-04-29,蚂蚁财富-南方纳斯达克100指数(QDII)C-买入 蚂蚁财富-蚂蚁（杭州）基金销售有限公司 投资理财,0.95,ACCEPTED
txn_alipay_0330_92f659e7,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de,alipay_daily,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de:row:330,acct_alipay,FUND,100.0,CNY,2026-04-29,蚂蚁财富-华夏新锦绣灵活配置混合A-买入 蚂蚁财富-蚂蚁（杭州）基金销售有限公司 投资理财,0.95,ACCEPTED
txn_alipay_0331_e34e8318,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de,alipay_daily,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de:row:331,acct_alipay,FUND,100.0,CNY,2026-04-29,蚂蚁财富-华夏新锦绣灵活配置混合C-买入 蚂蚁财富-蚂蚁（杭州）基金销售有限公司 投资理财,0.95,ACCEPTED
txn_alipay_0332_094f44d9,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de,alipay_daily,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de:row:332,acct_alipay,FUND,0.28,CNY,2026-04-29,余额宝-2026.04.28-收益发放 万家日日薪货币A类 投资理财,0.95,ACCEPTED
txn_alipay_0333_a5bb36b9,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de,alipay_daily,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de:row:333,acct_alipay,CASH,-28.42,CNY,2026-04-28,拌将麻辣拌·麻辣烫(光谷店)外卖订单 淘宝闪购 餐饮美食,0.95,ACCEPTED
txn_alipay_0334_ad237648,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de,alipay_daily,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de:row:334,acct_alipay,FUND,2973.97,CNY,2026-04-28,蚂蚁财富-易方达人工智能ETF联接A-卖出至余额宝 蚂蚁财富-蚂蚁（杭州）基金销售有限公司 投资理财,0.95,ACCEPTED
txn_alipay_0335_b57ff365,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de,alipay_daily,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de:row:335,acct_alipay,FUND,290.64,CNY,2026-04-28,蚂蚁财富-南方纳斯达克100指数(QDII)C-卖出至余额宝 蚂蚁财富-蚂蚁（杭州）基金销售有限公司 投资理财,0.95,ACCEPTED
txn_alipay_0336_3ec5a7fd,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de,alipay_daily,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de:row:336,acct_alipay,FUND,1000.0,CNY,2026-04-28,蚂蚁财富-博时中证机器人指数A-买入 蚂蚁财富-蚂蚁（杭州）基金销售有限公司 投资理财,0.95,ACCEPTED
txn_alipay_0337_0a69bb59,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de,alipay_daily,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de:row:337,acct_alipay,FUND,50.0,CNY,2026-04-28,蚂蚁财富-博时标普500ETF联接(QDII)A-买入 蚂蚁财富-蚂蚁（杭州）基金销售有限公司 投资理财,0.95,ACCEPTED
txn_alipay_0338_e80bbc29,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de,alipay_daily,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de:row:338,acct_alipay,FUND,50.0,CNY,2026-04-28,蚂蚁财富-南方纳斯达克100指数(QDII)C-买入 蚂蚁财富-蚂蚁（杭州）基金销售有限公司 投资理财,0.95,ACCEPTED
txn_alipay_0339_613c9e61,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de,alipay_daily,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de:row:339,acct_alipay,FUND,100.0,CNY,2026-04-28,蚂蚁财富-华夏新锦绣灵活配置混合A-买入 蚂蚁财富-蚂蚁（杭州）基金销售有限公司 投资理财,0.95,ACCEPTED
txn_alipay_0340_68ffa032,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de,alipay_daily,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de:row:340,acct_alipay,FUND,100.0,CNY,2026-04-28,蚂蚁财富-华夏新锦绣灵活配置混合C-买入 蚂蚁财富-蚂蚁（杭州）基金销售有限公司 投资理财,0.95,ACCEPTED
txn_alipay_0341_e75d574e,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de,alipay_daily,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de:row:341,acct_alipay,FUND,0.41,CNY,2026-04-28,余额宝-2026.04.27-收益发放 万家日日薪货币A类 投资理财,0.95,ACCEPTED
txn_alipay_0342_f39033d3,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de,alipay_daily,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de:row:342,acct_alipay,FUND,1042.27,CNY,2026-04-27,蚂蚁财富-前海开源沪港深核心资源灵活配置混合C-卖出至余额宝 蚂蚁财富-蚂蚁（杭州）基金销售有限公司 投资理财,0.95,ACCEPTED
txn_alipay_0343_c13b190f,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de,alipay_daily,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de:row:343,acct_alipay,FUND,2107.67,CNY,2026-04-27,蚂蚁财富-博时标普500ETF联接(QDII)A-卖出至余额宝 蚂蚁财富-蚂蚁（杭州）基金销售有限公司 投资理财,0.95,ACCEPTED
txn_alipay_0344_a5c51096,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de,alipay_daily,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de:row:344,acct_alipay,CASH,-2009.0,CNY,2026-04-27,单程武汉悉尼澳大利亚 携程旅行网 交通出行,0.55,NEEDS_REVIEW
txn_alipay_0345_194bd9d3,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de,alipay_daily,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de:row:345,acct_alipay,CASH,-23.68,CNY,2026-04-27,叫了只炸鸡光谷店外卖订单 淘宝闪购 餐饮美食,0.95,ACCEPTED
txn_alipay_0346_d180f649,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de,alipay_daily,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de:row:346,acct_alipay,CASH,-0.9,CNY,2026-04-27,超级吃货卡 淘宝闪购 餐饮美食,0.95,ACCEPTED
txn_alipay_0347_7731bccb,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de,alipay_daily,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de:row:347,acct_alipay,FUND,50.0,CNY,2026-04-27,蚂蚁财富-博时标普500ETF联接(QDII)A-买入 蚂蚁财富-蚂蚁（杭州）基金销售有限公司 投资理财,0.95,ACCEPTED
txn_alipay_0348_c344c26c,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de,alipay_daily,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de:row:348,acct_alipay,FUND,50.0,CNY,2026-04-27,蚂蚁财富-南方纳斯达克100指数(QDII)C-买入 蚂蚁财富-蚂蚁（杭州）基金销售有限公司 投资理财,0.95,ACCEPTED
txn_alipay_0349_c336d6f1,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de,alipay_daily,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de:row:349,acct_alipay,FUND,100.0,CNY,2026-04-27,蚂蚁财富-华夏新锦绣灵活配置混合A-买入 蚂蚁财富-蚂蚁（杭州）基金销售有限公司 投资理财,0.95,ACCEPTED
txn_alipay_0350_29078aff,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de,alipay_daily,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de:row:350,acct_alipay,FUND,100.0,CNY,2026-04-27,蚂蚁财富-华夏新锦绣灵活配置混合C-买入 蚂蚁财富-蚂蚁（杭州）基金销售有限公司 投资理财,0.95,ACCEPTED
txn_alipay_0351_662af46a,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de,alipay_daily,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de:row:351,acct_alipay,FUND,500.0,CNY,2026-04-27,蚂蚁财富-富国蓝筹精选股票(QDII)-买入 蚂蚁财富-蚂蚁（杭州）基金销售有限公司 投资理财,0.95,ACCEPTED
txn_alipay_0352_7b106c69,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de,alipay_daily,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de:row:352,acct_alipay,FUND,360.0,CNY,2026-04-27,蚂蚁财富-广发量化多因子灵活配置混合A-买入 蚂蚁财富-蚂蚁（杭州）基金销售有限公司 投资理财,0.95,ACCEPTED
txn_alipay_0353_046cc913,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de,alipay_daily,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de:row:353,acct_alipay,FUND,400.0,CNY,2026-04-27,蚂蚁财富-华夏国证自由现金流ETF联接A-买入 蚂蚁财富-蚂蚁（杭州）基金销售有限公司 投资理财,0.95,ACCEPTED
txn_alipay_0354_66f67eb5,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de,alipay_daily,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de:row:354,acct_alipay,FUND,360.0,CNY,2026-04-27,蚂蚁财富-前海开源沪港深核心资源灵活配置混合C-买入 蚂蚁财富-蚂蚁（杭州）基金销售有限公司 投资理财,0.95,ACCEPTED
txn_alipay_0355_53d7b6e4,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de,alipay_daily,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de:row:355,acct_alipay,FUND,360.0,CNY,2026-04-27,蚂蚁财富-诺安多策略混合C-买入 蚂蚁财富-蚂蚁（杭州）基金销售有限公司 投资理财,0.95,ACCEPTED
txn_alipay_0356_69b8e264,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de,alipay_daily,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de:row:356,acct_alipay,FUND,270.0,CNY,2026-04-27,蚂蚁财富-中金中证500指数增强A-买入 蚂蚁财富-蚂蚁（杭州）基金销售有限公司 投资理财,0.95,ACCEPTED
txn_alipay_0357_d4cd94a0,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de,alipay_daily,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de:row:357,acct_alipay,FUND,0.33,CNY,2026-04-27,余额宝-2026.04.26-收益发放 万家日日薪货币A类 投资理财,0.95,ACCEPTED
txn_alipay_0358_8e479d4e,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de,alipay_daily,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de:row:358,acct_alipay,CASH,-18.08,CNY,2026-04-26,叫了只炸鸡(光谷店)外卖订单 淘宝闪购 餐饮美食,0.95,ACCEPTED
txn_alipay_0359_935ac4e5,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de,alipay_daily,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de:row:359,acct_alipay,FUND,800.0,CNY,2026-04-26,蚂蚁财富-华夏中证AH经济蓝筹股票指数A-买入 蚂蚁财富-蚂蚁（杭州）基金销售有限公司 投资理财,0.95,ACCEPTED
txn_alipay_0360_85c74674,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de,alipay_daily,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de:row:360,acct_alipay,FUND,1000.0,CNY,2026-04-26,蚂蚁财富-博时恒生科技ETF联接(QDII)A-买入 蚂蚁财富-蚂蚁（杭州）基金销售有限公司 投资理财,0.95,ACCEPTED
txn_alipay_0361_eb98b57c,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de,alipay_daily,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de:row:361,acct_alipay,FUND,0.39,CNY,2026-04-26,余额宝-2026.04.25-收益发放 万家日日薪货币A类 投资理财,0.95,ACCEPTED
txn_alipay_0362_fab06f70,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de,alipay_daily,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de:row:362,acct_alipay,FUND,1000.0,CNY,2026-04-25,蚂蚁财富-易方达红利低波ETF联接A-买入 蚂蚁财富-蚂蚁（杭州）基金销售有限公司 投资理财,0.95,ACCEPTED
txn_alipay_0363_6ea5c58a,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de,alipay_daily,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de:row:363,acct_alipay,FUND,5000.0,CNY,2026-04-25,蚂蚁财富-博时中证银行指数(LOF)A-买入 蚂蚁财富-蚂蚁（杭州）基金销售有限公司 投资理财,0.95,ACCEPTED
txn_alipay_0364_434a6b49,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de,alipay_daily,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de:row:364,acct_alipay,CASH,-25.68,CNY,2026-04-25,叫了只炸鸡(光谷店)外卖订单 淘宝闪购 餐饮美食,0.95,ACCEPTED
txn_alipay_0365_97aededa,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de,alipay_daily,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de:row:365,acct_alipay,FUND,0.44,CNY,2026-04-25,余额宝-2026.04.24-收益发放 万家日日薪货币A类 投资理财,0.95,ACCEPTED
txn_alipay_0366_0f0b1a36,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de,alipay_daily,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de:row:366,acct_alipay,CASH,-28.9,CNY,2026-04-24,芭泰芒·东南亚融合料理(光谷店)外卖订单 淘宝闪购 餐饮美食,0.95,ACCEPTED
txn_alipay_0367_a8c627c4,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de,alipay_daily,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de:row:367,acct_alipay,FUND,3816.36,CNY,2026-04-24,蚂蚁财富-易方达人工智能ETF联接A-卖出至余额宝 蚂蚁财富-蚂蚁（杭州）基金销售有限公司 投资理财,0.95,ACCEPTED
txn_alipay_0368_134314eb,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de,alipay_daily,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de:row:368,acct_alipay,FUND,506.32,CNY,2026-04-24,蚂蚁财富-中金中证500指数增强A-卖出至余额宝 蚂蚁财富-蚂蚁（杭州）基金销售有限公司 投资理财,0.95,ACCEPTED
txn_alipay_0369_dbb49e3a,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de,alipay_daily,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de:row:369,acct_alipay,CASH,-102.0,CNY,2026-04-24,贵港英皇大酒店覃塘店 携程旅行网 酒店旅游,0.95,ACCEPTED
txn_alipay_0370_78767397,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de,alipay_daily,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de:row:370,acct_alipay,CASH,-50.4,CNY,2026-04-24,特惠快车打车-谭师傅-04月24日行程 滴滴出行 交通出行,0.95,ACCEPTED
txn_alipay_0371_b0a19db7,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de,alipay_daily,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de:row:371,acct_alipay,CASH,-23.0,CNY,2026-04-24,喜茶 喜茶 餐饮美食,0.95,ACCEPTED
txn_alipay_0372_6b2616f7,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de,alipay_daily,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de:row:372,acct_alipay,REFUND,100.0,CNY,2026-04-24,退款-贵港英皇酒店支付宝押金 英湟大酒店 退款,0.93,ACCEPTED
txn_alipay_0373_5964ab24,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de,alipay_daily,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de:row:373,acct_alipay,FUND,50.0,CNY,2026-04-24,蚂蚁财富-博时标普500ETF联接(QDII)A-买入 蚂蚁财富-蚂蚁（杭州）基金销售有限公司 投资理财,0.95,ACCEPTED
txn_alipay_0374_887d951b,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de,alipay_daily,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de:row:374,acct_alipay,FUND,50.0,CNY,2026-04-24,蚂蚁财富-南方纳斯达克100指数(QDII)C-买入 蚂蚁财富-蚂蚁（杭州）基金销售有限公司 投资理财,0.95,ACCEPTED
txn_alipay_0375_a9fc06f5,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de,alipay_daily,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de:row:375,acct_alipay,FUND,100.0,CNY,2026-04-24,蚂蚁财富-华夏新锦绣灵活配置混合A-买入 蚂蚁财富-蚂蚁（杭州）基金销售有限公司 投资理财,0.95,ACCEPTED
txn_alipay_0376_7cb15d8e,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de,alipay_daily,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de:row:376,acct_alipay,FUND,100.0,CNY,2026-04-24,蚂蚁财富-华夏新锦绣灵活配置混合C-买入 蚂蚁财富-蚂蚁（杭州）基金销售有限公司 投资理财,0.95,ACCEPTED
txn_alipay_0377_673ad510,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de,alipay_daily,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de:row:377,acct_alipay,CASH,-20.0,CNY,2026-04-24,贵港市小香葱桂林米粉 贵港市港北区盛世铂悦府小香葱桂林米粉店 餐饮美食,0.95,ACCEPTED
txn_alipay_0378_201554de,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de,alipay_daily,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de:row:378,acct_alipay,FUND,0.44,CNY,2026-04-24,余额宝-2026.04.23-收益发放 万家日日薪货币A类 投资理财,0.95,ACCEPTED
txn_alipay_0379_39f18efa,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de,alipay_daily,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de:row:379,acct_alipay,CASH,-16.0,CNY,2026-04-23,二维码支付 佳日超市 日用百货,0.95,ACCEPTED
txn_alipay_0380_9ba1d042,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de,alipay_daily,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de:row:380,acct_alipay,CASH,-21.1,CNY,2026-04-23,滴滴快车打车-谭师傅-04月23日行程 滴滴出行 交通出行,0.95,ACCEPTED
txn_alipay_0381_a9f1904e,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de,alipay_daily,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de:row:381,acct_alipay,CASH,-204.0,CNY,2026-04-23,贵港英皇大酒店覃塘店 携程旅行网 酒店旅游,0.95,ACCEPTED
txn_alipay_0382_18421863,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de,alipay_daily,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de:row:382,acct_alipay,CASH,-40.0,CNY,2026-04-23,收钱码收款 小熊熊 餐饮美食,0.95,ACCEPTED
txn_alipay_0383_d21ae90e,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de,alipay_daily,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de:row:383,acct_alipay,FUND,50.0,CNY,2026-04-23,蚂蚁财富-博时标普500ETF联接(QDII)A-买入 蚂蚁财富-蚂蚁（杭州）基金销售有限公司 投资理财,0.95,ACCEPTED
txn_alipay_0384_1c87ff62,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de,alipay_daily,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de:row:384,acct_alipay,FUND,50.0,CNY,2026-04-23,蚂蚁财富-南方纳斯达克100指数(QDII)C-买入 蚂蚁财富-蚂蚁（杭州）基金销售有限公司 投资理财,0.95,ACCEPTED
txn_alipay_0385_745341d0,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de,alipay_daily,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de:row:385,acct_alipay,FUND,100.0,CNY,2026-04-23,蚂蚁财富-华夏新锦绣灵活配置混合A-买入 蚂蚁财富-蚂蚁（杭州）基金销售有限公司 投资理财,0.95,ACCEPTED
txn_alipay_0386_5d23167a,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de,alipay_daily,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de:row:386,acct_alipay,FUND,100.0,CNY,2026-04-23,蚂蚁财富-华夏新锦绣灵活配置混合C-买入 蚂蚁财富-蚂蚁（杭州）基金销售有限公司 投资理财,0.95,ACCEPTED
txn_alipay_0387_ce3c8f13,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de,alipay_daily,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de:row:387,acct_alipay,CASH,-12.16,CNY,2026-04-23,特惠快车打车-黎师傅-04月23日行程 滴滴出行 交通出行,0.95,ACCEPTED
txn_alipay_0388_e41dc4a4,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de,alipay_daily,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de:row:388,acct_alipay,CASH,-18.6,CNY,2026-04-23,滴滴快车打车-宋师傅-04月22日行程 滴滴出行 交通出行,0.95,ACCEPTED
txn_alipay_0389_722c4910,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de,alipay_daily,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de:row:389,acct_alipay,CASH,-51.9,CNY,2026-04-23,现货情侣爱神78张卡牌趣味互动卡牌幻蝶吟时趣味卡牌创意桌游娱乐 抖音电商商家 日用百货,0.95,ACCEPTED
txn_alipay_0390_c1a63d87,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de,alipay_daily,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de:row:390,acct_alipay,CASH,-29.8,CNY,2026-04-23,绯色绮梦情侣任务卡牌双人游戏卡牌趣味玩法桌游娱乐情侣卡牌 抖音电商商家 日用百货,0.95,ACCEPTED
txn_alipay_0391_9dfdc403,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de,alipay_daily,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de:row:391,acct_alipay,FUND,0.35,CNY,2026-04-23,余额宝-2026.04.22-收益发放 万家日日薪货币A类 投资理财,0.95,ACCEPTED
txn_alipay_0392_0df3d0b9,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de,alipay_daily,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de:row:392,acct_alipay,CASH,-30.0,CNY,2026-04-22,经营码交易 佳日超市 日用百货,0.95,ACCEPTED
txn_alipay_0393_0dab9f7b,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de,alipay_daily,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de:row:393,acct_alipay,CASH,-178.0,CNY,2026-04-22,光头佬大排档 光头佬大排档 餐饮美食,0.95,ACCEPTED
txn_alipay_0394_e83e2a67,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de,alipay_daily,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de:row:394,acct_alipay,CASH,-5.0,CNY,2026-04-22,感谢红包 滴滴出行 交通出行,0.95,ACCEPTED
txn_alipay_0395_9d4c1f77,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de,alipay_daily,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de:row:395,acct_alipay,CASH,-741.0,CNY,2026-04-22,火车票 铁路12306 交通出行,0.95,ACCEPTED
txn_alipay_0396_cad2fb2b,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de,alipay_daily,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de:row:396,acct_alipay,CASH,-16.0,CNY,2026-04-22,商户_苏小珍 商户苏小珍 餐饮美食,0.95,ACCEPTED
txn_alipay_0397_eee0a65c,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de,alipay_daily,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de:row:397,acct_alipay,CASH,-40.0,CNY,2026-04-22,收钱码收款 小熊熊 餐饮美食,0.95,ACCEPTED
txn_alipay_0398_a32374ca,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de,alipay_daily,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de:row:398,acct_alipay,FUND,50.0,CNY,2026-04-22,蚂蚁财富-博时标普500ETF联接(QDII)A-买入 蚂蚁财富-蚂蚁（杭州）基金销售有限公司 投资理财,0.95,ACCEPTED
txn_alipay_0399_7db89ef5,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de,alipay_daily,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de:row:399,acct_alipay,FUND,50.0,CNY,2026-04-22,蚂蚁财富-南方纳斯达克100指数(QDII)C-买入 蚂蚁财富-蚂蚁（杭州）基金销售有限公司 投资理财,0.95,ACCEPTED
txn_alipay_0400_26a581c4,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de,alipay_daily,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de:row:400,acct_alipay,FUND,600.0,CNY,2026-04-22,余额宝-转出到银行卡 中国银行 投资理财,0.95,ACCEPTED
txn_alipay_0401_0649538c,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de,alipay_daily,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de:row:401,acct_alipay,FUND,100.0,CNY,2026-04-22,蚂蚁财富-华夏新锦绣灵活配置混合A-买入 蚂蚁财富-蚂蚁（杭州）基金销售有限公司 投资理财,0.95,ACCEPTED
txn_alipay_0402_726fabe7,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de,alipay_daily,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de:row:402,acct_alipay,FUND,100.0,CNY,2026-04-22,蚂蚁财富-华夏新锦绣灵活配置混合C-买入 蚂蚁财富-蚂蚁（杭州）基金销售有限公司 投资理财,0.95,ACCEPTED
txn_alipay_0403_b38c974c,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de,alipay_daily,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de:row:403,acct_alipay,CASH,-11.8,CNY,2026-04-22,滴滴快车打车-宋师傅-04月22日行程 滴滴出行 交通出行,0.95,ACCEPTED
txn_alipay_0404_20354abd,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de,alipay_daily,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de:row:404,acct_alipay,FUND,0.35,CNY,2026-04-22,余额宝-2026.04.21-收益发放 万家日日薪货币A类 投资理财,0.95,ACCEPTED
txn_alipay_0405_eb389a9a,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de,alipay_daily,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de:row:405,acct_alipay,CASH,-19.0,CNY,2026-04-21,沪上阿姨·精选茶饮(贵港覃塘店)外卖订单 淘宝闪购 餐饮美食,0.95,ACCEPTED
txn_alipay_0406_5b56826a,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de,alipay_daily,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de:row:406,acct_alipay,CASH,-178.0,CNY,2026-04-21,凯里亚德酒店贵港吾悦广场高铁站店 携程旅行网 酒店旅游,0.95,ACCEPTED
txn_alipay_0407_915409d2,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de,alipay_daily,alipay_daily:alipay_bill_csv_v1:eaff20de65cc44de:row:407,acct_alipay,FUND,3991.21,CNY,2026-04-21,蚂蚁财富-易方达人工智能ETF联接A-卖出至余额宝 蚂蚁财富-蚂蚁（杭州）基金销售有限公司 投资理财,0.95,ACCEPTED
