transaction_id,batch_id,source_id,raw_id,account_id,event_type,amount,currency,occurred_at,description,confidence,review_state
txn_alipay_0001_98b82c7e,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5,alipay_daily,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5:row:1,acct_alipay,CASH,-171.27,CNY,2023-06-05,IGA Kingsford IGA Kingsford 日用百货,0.95,ACCEPTED
txn_alipay_0002_1a2b7c41,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5,alipay_daily,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5:row:2,acct_alipay,FUND,0.02,CNY,2023-06-05,余额宝-2023.06.04-收益发放 建信基金管理有限公司 投资理财,0.95,ACCEPTED
txn_alipay_0003_70c83f8e,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5,alipay_daily,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5:row:3,acct_alipay,CASH,-252.54,CNY,2023-06-04,HungryPanda-PD825208975840641024 HUNGRYPANDA 餐饮美食,0.95,ACCEPTED
txn_alipay_0004_142ed3b1,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5,alipay_daily,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5:row:4,acct_alipay,FUND,0.02,CNY,2023-06-04,余额宝-2023.06.03-收益发放 建信基金管理有限公司 投资理财,0.95,ACCEPTED
txn_alipay_0005_43bf30b1,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5,alipay_daily,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5:row:5,acct_alipay,FUND,0.02,CNY,2023-06-03,余额宝-2023.06.02-收益发放 建信基金管理有限公司 投资理财,0.95,ACCEPTED
txn_alipay_0006_5abad066,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5,alipay_daily,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5:row:6,acct_alipay,CASH,-200.0,CNY,2023-06-02,手机充值 中国联通官方旗舰店 充值缴费,0.95,ACCEPTED
txn_alipay_0007_4c1c61cc,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5,alipay_daily,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5:row:7,acct_alipay,CASH,-100.0,CNY,2023-06-02,手机充值 中国联通官方旗舰店 充值缴费,0.95,ACCEPTED
txn_alipay_0008_00575632,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5,alipay_daily,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5:row:8,acct_alipay,FUND,0.02,CNY,2023-06-02,余额宝-2023.06.01-收益发放 建信基金管理有限公司 投资理财,0.95,ACCEPTED
txn_alipay_0009_bdda1b72,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5,alipay_daily,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5:row:9,acct_alipay,FUND,0.02,CNY,2023-06-01,余额宝-2023.05.31-收益发放 建信基金管理有限公司 投资理财,0.95,ACCEPTED
txn_alipay_0010_f8f788c0,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5,alipay_daily,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5:row:10,acct_alipay,FUND,0.02,CNY,2023-05-31,余额宝-2023.05.30-收益发放 建信基金管理有限公司 投资理财,0.95,ACCEPTED
txn_alipay_0011_a63d8b21,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5,alipay_daily,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5:row:11,acct_alipay,FUND,0.02,CNY,2023-05-30,余额宝-2023.05.29-收益发放 建信基金管理有限公司 投资理财,0.95,ACCEPTED
txn_alipay_0012_6a60af85,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5,alipay_daily,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5:row:12,acct_alipay,TRANSFER,-500.0,CNY,2023-05-29,转账 ESSAYSOS(*转) 转账红包,0.95,ACCEPTED
txn_alipay_0013_c6bff2ed,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5,alipay_daily,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5:row:13,acct_alipay,FUND,0.04,CNY,2023-05-29,余额宝-2023.05.28-收益发放 建信基金管理有限公司 投资理财,0.95,ACCEPTED
txn_alipay_0014_1bc4df16,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5,alipay_daily,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5:row:14,acct_alipay,FUND,50.0,CNY,2023-05-28,余额宝-单次转入 余额宝 投资理财,0.95,ACCEPTED
txn_alipay_0015_a210749c,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5,alipay_daily,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5:row:15,acct_alipay,CASH,150.0,CNY,2023-05-28,提现-实时提现 中国银行 账户存取,0.95,ACCEPTED
txn_alipay_0016_f42136ed,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5,alipay_daily,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5:row:16,acct_alipay,FUND,150.0,CNY,2023-05-28,余额宝-转出到余额 张霖泽 投资理财,0.95,ACCEPTED
txn_alipay_0017_1886a74b,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5,alipay_daily,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5:row:17,acct_alipay,CASH,-27.6,CNY,2023-05-28,适用于2022苹果MacBook键盘膜Pro14寸16电脑Air13笔记本M1 Mac键盘贴Pro12防尘macpr 等多件 杭州都振电子科技有限公司 数码电器,0.95,ACCEPTED
txn_alipay_0018_b20cf853,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5,alipay_daily,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5:row:18,acct_alipay,FUND,0.06,CNY,2023-05-28,余额宝-2023.05.27-收益发放 建信基金管理有限公司 投资理财,0.95,ACCEPTED
txn_alipay_0019_38370a83,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5,alipay_daily,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5:row:19,acct_alipay,FUND,0.03,CNY,2023-05-27,余额宝-单次转入 余额宝 投资理财,0.95,ACCEPTED
txn_alipay_0020_0b881a6d,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5,alipay_daily,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5:row:20,acct_alipay,CASH,6705.0,CNY,2023-05-27,提现-实时提现 中国银行 账户存取,0.55,NEEDS_REVIEW
txn_alipay_0021_794565d8,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5,alipay_daily,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5:row:21,acct_alipay,FUND,6705.0,CNY,2023-05-27,余额宝-转出到余额 张霖泽 投资理财,0.95,ACCEPTED
txn_alipay_0022_57b8adac,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5,alipay_daily,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5:row:22,acct_alipay,CASH,462.6,CNY,2023-05-27,提现-实时提现 中国银行 账户存取,0.95,ACCEPTED
txn_alipay_0023_065abcc6,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5,alipay_daily,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5:row:23,acct_alipay,FUND,462.6,CNY,2023-05-27,余额宝-转出到余额 张霖泽 投资理财,0.95,ACCEPTED
txn_alipay_0024_a3d4f3c2,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5,alipay_daily,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5:row:24,acct_alipay,CASH,-120.0,CNY,2023-05-27,收钱码收款 *德钰 其他,0.95,ACCEPTED
txn_alipay_0025_98a0e0d5,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5,alipay_daily,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5:row:25,acct_alipay,FUND,0.43,CNY,2023-05-27,余额宝-2023.05.26-收益发放 建信基金管理有限公司 投资理财,0.95,ACCEPTED
txn_alipay_0026_02000932,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5,alipay_daily,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5:row:26,acct_alipay,CASH,-4.69,CNY,2023-05-26,202305261727044144191260 天府飘香Kingsford 餐饮美食,0.95,ACCEPTED
txn_alipay_0027_425139c7,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5,alipay_daily,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5:row:27,acct_alipay,CASH,-186.02,CNY,2023-05-26,202305261653266044191270 天府飘香Kingsford 餐饮美食,0.95,ACCEPTED
txn_alipay_0028_ff287a7a,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5,alipay_daily,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5:row:28,acct_alipay,TRANSFER,-720.0,CNY,2023-05-26,转账 ESSAYSOS(*转) 转账红包,0.95,ACCEPTED
txn_alipay_0029_b1d366a4,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5,alipay_daily,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5:row:29,acct_alipay,FUND,0.47,CNY,2023-05-26,余额宝-2023.05.25-收益发放 建信基金管理有限公司 投资理财,0.95,ACCEPTED
txn_alipay_0030_42faeaa9,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5,alipay_daily,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5:row:30,acct_alipay,CASH,-60.34,CNY,2023-05-25,HungryPanda-PD821585363324960768 HUNGRYPANDA 餐饮美食,0.95,ACCEPTED
txn_alipay_0031_66f222c0,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5,alipay_daily,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5:row:31,acct_alipay,TRANSFER,-9336.0,CNY,2023-05-25,转账 昭博(**博) 转账红包,0.95,ACCEPTED
txn_alipay_0032_99afafef,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5,alipay_daily,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5:row:32,acct_alipay,FUND,0.95,CNY,2023-05-25,余额宝-2023.05.24-收益发放 建信基金管理有限公司 投资理财,0.95,ACCEPTED
txn_alipay_0033_576687ad,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5,alipay_daily,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5:row:33,acct_alipay,FUND,0.95,CNY,2023-05-24,余额宝-2023.05.23-收益发放 建信基金管理有限公司 投资理财,0.95,ACCEPTED
txn_alipay_0034_ce3e70e1,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5,alipay_daily,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5:row:34,acct_alipay,FUND,0.96,CNY,2023-05-23,余额宝-2023.05.22-收益发放 建信基金管理有限公司 投资理财,0.95,ACCEPTED
txn_alipay_0035_dfc76964,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5,alipay_daily,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5:row:35,acct_alipay,CASH,-2530.0,CNY,2023-05-22,收钱码收款 *德钰 其他,0.55,NEEDS_REVIEW
txn_alipay_0036_6393d37c,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5,alipay_daily,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5:row:36,acct_alipay,CASH,-50.0,CNY,2023-05-22,收钱码收款 *德钰 其他,0.95,ACCEPTED
txn_alipay_0037_0ea9c52a,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5,alipay_daily,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5:row:37,acct_alipay,FUND,0.05,CNY,2023-05-22,余额宝-2023.05.21-收益发放 建信基金管理有限公司 投资理财,0.95,ACCEPTED
txn_alipay_0038_ae2a8573,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5,alipay_daily,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5:row:38,acct_alipay,TRANSFER,-60.0,CNY,2023-05-21,转账 孙立衡(**衡) 转账红包,0.95,ACCEPTED
txn_alipay_0039_30b679b4,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5,alipay_daily,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5:row:39,acct_alipay,FUND,0.05,CNY,2023-05-21,余额宝-2023.05.20-收益发放 建信基金管理有限公司 投资理财,0.95,ACCEPTED
txn_alipay_0040_fa29abfe,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5,alipay_daily,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5:row:40,acct_alipay,FUND,0.05,CNY,2023-05-20,余额宝-2023.05.19-收益发放 建信基金管理有限公司 投资理财,0.95,ACCEPTED
txn_alipay_0041_f8fdf828,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5,alipay_daily,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5:row:41,acct_alipay,TRANSFER,20000.0,CNY,2023-05-19,转账收款到余额宝 余额宝 投资理财,0.95,ACCEPTED
txn_alipay_0042_afe4c216,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5,alipay_daily,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5:row:42,acct_alipay,TRANSFER,20000.0,CNY,2023-05-19,转账 爱逛街的林子 转账红包,0.95,ACCEPTED
txn_alipay_0043_3bfabae8,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5,alipay_daily,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5:row:43,acct_alipay,FUND,0.05,CNY,2023-05-19,余额宝-2023.05.18-收益发放 建信基金管理有限公司 投资理财,0.95,ACCEPTED
txn_alipay_0044_2d14f847,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5,alipay_daily,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5:row:44,acct_alipay,FUND,0.05,CNY,2023-05-18,余额宝-2023.05.17-收益发放 建信基金管理有限公司 投资理财,0.95,ACCEPTED
txn_alipay_0045_74c9dcf1,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5,alipay_daily,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5:row:45,acct_alipay,FUND,0.05,CNY,2023-05-17,余额宝-2023.05.16-收益发放 建信基金管理有限公司 投资理财,0.95,ACCEPTED
txn_alipay_0046_44125cca,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5,alipay_daily,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5:row:46,acct_alipay,CASH,-200.0,CNY,2023-05-16,手机充值 中国联通官方旗舰店 充值缴费,0.95,ACCEPTED
txn_alipay_0047_9cdc75ae,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5,alipay_daily,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5:row:47,acct_alipay,FUND,0.05,CNY,2023-05-16,余额宝-2023.05.15-收益发放 建信基金管理有限公司 投资理财,0.95,ACCEPTED
txn_alipay_0048_80533974,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5,alipay_daily,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5:row:48,acct_alipay,FUND,0.05,CNY,2023-05-15,余额宝-2023.05.14-收益发放 建信基金管理有限公司 投资理财,0.95,ACCEPTED
txn_alipay_0049_720f254b,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5,alipay_daily,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5:row:49,acct_alipay,FUND,0.05,CNY,2023-05-14,余额宝-2023.05.13-收益发放 建信基金管理有限公司 投资理财,0.95,ACCEPTED
txn_alipay_0050_8805db82,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5,alipay_daily,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5:row:50,acct_alipay,CASH,-271.3,CNY,2023-05-13,HungryPanda-PD817163578852241408 HUNGRYPANDA 餐饮美食,0.95,ACCEPTED
txn_alipay_0051_09266f66,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5,alipay_daily,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5:row:51,acct_alipay,FUND,0.05,CNY,2023-05-13,余额宝-2023.05.12-收益发放 建信基金管理有限公司 投资理财,0.95,ACCEPTED
txn_alipay_0052_1cd775ed,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5,alipay_daily,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5:row:52,acct_alipay,CASH,-6.47,CNY,2023-05-12,老外每天在用的生活词汇电子版pdf资料生活口语英语商务口语 胡小夜 文化休闲,0.95,ACCEPTED
txn_alipay_0053_f5c80188,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5,alipay_daily,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5:row:53,acct_alipay,FUND,0.05,CNY,2023-05-12,余额宝-2023.05.11-收益发放 建信基金管理有限公司 投资理财,0.95,ACCEPTED
txn_alipay_0054_0a2da38e,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5,alipay_daily,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5:row:54,acct_alipay,CASH,16835.64,CNY,2023-05-11,提现-实时提现 中国银行 账户存取,0.55,NEEDS_REVIEW
txn_alipay_0055_986ccaef,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5,alipay_daily,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5:row:55,acct_alipay,CASH,50000.0,CNY,2023-05-11,提现-实时提现 中国银行 账户存取,0.55,NEEDS_REVIEW
txn_alipay_0056_d283766f,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5,alipay_daily,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5:row:56,acct_alipay,FUND,66835.64,CNY,2023-05-11,余额宝-转出到余额 张霖泽 投资理财,0.95,ACCEPTED
txn_alipay_0057_fc8d483b,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5,alipay_daily,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5:row:57,acct_alipay,FUND,3.58,CNY,2023-05-11,余额宝-2023.05.10-收益发放 建信基金管理有限公司 投资理财,0.95,ACCEPTED
txn_alipay_0058_7173b0cb,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5,alipay_daily,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5:row:58,acct_alipay,FUND,2.43,CNY,2023-05-10,余额宝-2023.05.09-收益发放 建信基金管理有限公司 投资理财,0.95,ACCEPTED
txn_alipay_0059_11915b0e,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5,alipay_daily,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5:row:59,acct_alipay,CASH,-222.91,CNY,2023-05-09,HungryPanda-PD815824718609235968 HUNGRYPANDA 餐饮美食,0.95,ACCEPTED
txn_alipay_0060_bab25660,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5,alipay_daily,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5:row:60,acct_alipay,TRANSFER,-580.0,CNY,2023-05-09,JY1851009221 686686 深圳市嘉禾智汇科技有限公司(深圳市嘉禾智汇科技有限公司) 转账红包,0.95,ACCEPTED
txn_alipay_0061_e9debb91,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5,alipay_daily,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5:row:61,acct_alipay,FUND,0.05,CNY,2023-05-09,余额宝-2023.05.08-收益发放 建信基金管理有限公司 投资理财,0.95,ACCEPTED
txn_alipay_0062_43228407,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5,alipay_daily,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5:row:62,acct_alipay,TRANSFER,2368.46,CNY,2023-05-08,花呗自动还款-2023年05月账单 花呗 信用借还,0.95,ACCEPTED
txn_alipay_0063_7a72badf,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5,alipay_daily,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5:row:63,acct_alipay,CASH,75.0,CNY,2023-05-08,提现-实时提现 中国银行 账户存取,0.95,ACCEPTED
txn_alipay_0064_1b7ee009,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5,alipay_daily,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5:row:64,acct_alipay,FUND,75.0,CNY,2023-05-08,余额宝-转出到余额 张霖泽 投资理财,0.95,ACCEPTED
txn_alipay_0065_89451f9b,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5,alipay_daily,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5:row:65,acct_alipay,FUND,0.06,CNY,2023-05-08,余额宝-2023.05.07-收益发放 建信基金管理有限公司 投资理财,0.95,ACCEPTED
txn_alipay_0066_8b721e5a,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5,alipay_daily,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5:row:66,acct_alipay,TRANSFER,40000.0,CNY,2023-05-07,转账收款到余额宝 余额宝 投资理财,0.95,ACCEPTED
txn_alipay_0067_140f56db,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5,alipay_daily,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5:row:67,acct_alipay,TRANSFER,40000.0,CNY,2023-05-07,转账 爱逛街的林子 转账红包,0.95,ACCEPTED
txn_alipay_0068_13dda6ae,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5,alipay_daily,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5:row:68,acct_alipay,TRANSFER,30000.0,CNY,2023-05-07,转账收款到余额宝 余额宝 投资理财,0.95,ACCEPTED
txn_alipay_0069_18f11443,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5,alipay_daily,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5:row:69,acct_alipay,TRANSFER,30000.0,CNY,2023-05-07,转账 爱逛街的林子 转账红包,0.95,ACCEPTED
txn_alipay_0070_d3ceb632,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5,alipay_daily,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5:row:70,acct_alipay,FUND,0.06,CNY,2023-05-07,余额宝-2023.05.06-收益发放 建信基金管理有限公司 投资理财,0.95,ACCEPTED
txn_alipay_0071_c85b3936,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5,alipay_daily,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5:row:71,acct_alipay,TRANSFER,-500.0,CNY,2023-05-06,转账 孙立衡(**衡) 转账红包,0.95,ACCEPTED
txn_alipay_0072_5950546e,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5,alipay_daily,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5:row:72,acct_alipay,FUND,0.09,CNY,2023-05-06,余额宝-2023.05.05-收益发放 建信基金管理有限公司 投资理财,0.95,ACCEPTED
txn_alipay_0073_33c3b7eb,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5,alipay_daily,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5:row:73,acct_alipay,CASH,-200.0,CNY,2023-05-05,手机充值 中国联通官方旗舰店 充值缴费,0.95,ACCEPTED
txn_alipay_0074_09ccacff,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5,alipay_daily,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5:row:74,acct_alipay,FUND,500.0,CNY,2023-05-05,蚂蚁财富-华安易富黄金ETF联接A-买入 蚂蚁财富-蚂蚁（杭州）基金销售有限公司 投资理财,0.95,ACCEPTED
txn_alipay_0075_207e73ee,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5,alipay_daily,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5:row:75,acct_alipay,FUND,500.0,CNY,2023-05-05,蚂蚁财富-国泰黄金ETF联接A-买入 蚂蚁财富-蚂蚁（杭州）基金销售有限公司 投资理财,0.95,ACCEPTED
txn_alipay_0076_c5dfcb44,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5,alipay_daily,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5:row:76,acct_alipay,CASH,-199.0,CNY,2023-05-05,小米mijia米家智能除菌加湿器2家用小型卧室香薰大雾量孕妇婴儿S 小米官方旗舰店 数码电器,0.95,ACCEPTED
txn_alipay_0077_787e0740,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5,alipay_daily,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5:row:77,acct_alipay,CASH,-56.11,CNY,2023-05-04,HungryPanda-PD813968733345800192 HUNGRYPANDA 餐饮美食,0.95,ACCEPTED
txn_alipay_0078_a5cbb0e9,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5,alipay_daily,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5:row:78,acct_alipay,FUND,500.0,CNY,2023-05-04,博时黄金-买入 博时黄金-蚂蚁（杭州）基金销售有限公司 投资理财,0.95,ACCEPTED
txn_alipay_0079_adaeb0a2,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5,alipay_daily,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5:row:79,acct_alipay,CASH,-6269.15,CNY,2023-05-04,FAD31CF7A8D96D03E0539318060AF560 CFA Institute 教育培训,0.55,NEEDS_REVIEW
txn_alipay_0080_ff7cc617,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5,alipay_daily,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5:row:80,acct_alipay,TRANSFER,-200.0,CNY,2023-05-03,转账 冬(**桐) 转账红包,0.95,ACCEPTED
txn_alipay_0081_811e83cf,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5,alipay_daily,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5:row:81,acct_alipay,CASH,9980.0,CNY,2023-05-03,提现-实时提现 中国银行 账户存取,0.55,NEEDS_REVIEW
txn_alipay_0082_15e225ed,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5,alipay_daily,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5:row:82,acct_alipay,FUND,9980.0,CNY,2023-05-03,余额宝-转出到余额 张霖泽 投资理财,0.95,ACCEPTED
txn_alipay_0083_7199f789,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5,alipay_daily,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5:row:83,acct_alipay,CASH,-20.0,CNY,2023-05-02,电子书pdf代找中英文书籍疑难古籍代找mobi中外文epub下载 tb288100402 文化休闲,0.95,ACCEPTED
txn_alipay_0084_1d2be02e,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5,alipay_daily,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5:row:84,acct_alipay,CASH,-170.74,CNY,2023-05-02,HungryPanda-PD813258699980791808 HUNGRYPANDA 餐饮美食,0.95,ACCEPTED
txn_alipay_0085_2c4a721c,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5,alipay_daily,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5:row:85,acct_alipay,TRANSFER,10000.0,CNY,2023-05-02,转账收款到余额宝 余额宝 投资理财,0.95,ACCEPTED
txn_alipay_0086_0ad79ede,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5,alipay_daily,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5:row:86,acct_alipay,TRANSFER,10000.0,CNY,2023-05-02,转账 爱逛街的林子 转账红包,0.95,ACCEPTED
txn_alipay_0087_2224aefb,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5,alipay_daily,alipay_daily:alipay_bill_csv_v1:24779d7bb0f977d5:row:87,acct_alipay,TRANSFER,10000.0,CNY,2023-05-01,转账收款到余额宝 余额宝 投资理财,0.95,ACCEPTED
