strategy_id,samples,pass_rate,avg_total_gap,median_total_gap,avg_annualized_gap,avg_drawdown_improvement,avg_strategy_return,avg_buy_hold_return,avg_var_5,avg_cvar_5,avg_turnover,avg_trades,bundle_warning,engine,approval_state,requires_exact_validation,requires_fund_rule_review,requires_user_approval_before_quantlab_write
bw92_boll_or_rsi_none_macd_trend_full_none,300,0.8766666666666667,-0.0279436960778786,-0.0102904806443299,-0.0121935856447846,0.0055083743205389,0.3454662660268219,0.3734099621047005,-0.0246928376633958,-0.0379850003115237,7.604293244988876,301.06666666666666,,exact_backtest,external_evidence_only,False,False,True
bw92_boll_lower_none_ma_trend_full_ma60_break_90,300,0.87,-0.0297409684306428,-0.0126000510159953,-0.008335138420916,0.0166573087253772,0.3436689936740577,0.3734099621047005,-0.0238647063084607,-0.0362495223831961,4.0243272580232,295.7033333333333,,exact_backtest,external_evidence_only,False,False,True
bw92_none_none_ma_trend_full_ma60_break_90,300,0.87,-0.0299853793485599,-0.0131316453344975,-0.0085624907135201,0.0166112496611452,0.3434245827561405,0.3734099621047005,-0.0238647063082933,-0.0362482161623555,3.972938429943372,295.70666666666665,,exact_backtest,external_evidence_only,False,False,True
bw92_none_none_ma_trend_full_drawdown_90,300,0.87,-0.0280978142526626,-0.0113114863094181,-0.0100946856825163,0.0143238306583516,0.3453121478520379,0.3734099621047005,-0.0239623735934467,-0.0364646107734197,2.5090449696943016,269.14,,exact_backtest,external_evidence_only,False,False,True
bw92_boll_lower_none_ma_trend_full_drawdown_90,300,0.8666666666666667,-0.0288173903214573,-0.0108461037813116,-0.0103283529960285,0.0138394370071759,0.3445925717832432,0.3734099621047005,-0.0240030064968855,-0.0365043667187527,2.9248065090174458,268.64,,exact_backtest,external_evidence_only,False,False,True
bw92_none_none_macd_trend_full_atr_96,300,0.8533333333333334,-0.0320283286894692,-0.0074593872910395,-0.0094960366409582,0.0129151714066579,0.3413816334152313,0.3734099621047005,-0.0242582457756273,-0.0367987544656664,5.009650987527727,367.08666666666664,,exact_backtest,external_evidence_only,False,False,True
bw92_none_none_macd_trend_full_none,300,0.85,-0.0308515599140568,-0.0072893051162963,-0.0095405260382307,0.0121190337274492,0.3425584021906436,0.3734099621047005,-0.0243188236635982,-0.036913922284976,4.943456278148316,336.27666666666664,,exact_backtest,external_evidence_only,False,False,True
bw92_boll_lower_none_macd_trend_full_atr_96,300,0.8433333333333334,-0.0341143825962635,-0.0094366808711127,-0.0116116685674052,0.0110254523046574,0.339295579508437,0.3734099621047005,-0.0243187791577474,-0.0370154232094499,6.335157074846611,366.29,,exact_backtest,external_evidence_only,False,False,True
bw92_boll_lower_none_macd_trend_full_none,300,0.8333333333333334,-0.0338887856611207,-0.0117534396267983,-0.0134659798820732,0.0090407352821777,0.3395211764435799,0.3734099621047005,-0.0244098884580953,-0.0373103576309369,6.560076058245488,334.38,,exact_backtest,external_evidence_only,False,False,True
bw92_rsi_35_none_strong_trend_full_none,300,0.8333333333333334,-0.0336581207222483,-0.0149742721542881,-0.0160390150780377,0.0104396745467982,0.3397518413824522,0.3734099621047005,-0.0240954617835314,-0.0373380616526754,7.176281654322212,401.36333333333334,,exact_backtest,external_evidence_only,False,False,True
