strategy_id,samples,pass_rate,avg_total_gap,median_total_gap,avg_annualized_gap,avg_drawdown_improvement,avg_strategy_return,avg_buy_hold_return,avg_var_5,avg_cvar_5,avg_turnover,avg_trades,promotion_state,requires_quantlab_exact_rerun,requires_user_approval_before_strategy_library_write
bw92_rsi_35_none_ma_trend_full_atr_96,30,1.0,-0.0175352266433743,-0.0136489294947518,-0.0061944828528643,0.0079016474277108,0.3021295670834589,0.3196647937268332,-0.0216303135720872,-0.0339153718902397,2.91251660773276,229.13333333333333,external_candidate,True,True
bw92_boll_or_rsi_none_ma_trend_full_atr_96,30,1.0,-0.0188632437272533,-0.0140312624037167,-0.0065536730818392,0.0071762049379914,0.3008015499995799,0.3196647937268332,-0.0216749453797681,-0.0339282135952886,2.977907735320012,229.0,external_candidate,True,True
bw92_none_none_ma_trend_full_atr_96,30,0.9666666666666668,-0.0158818570202224,-0.0137811320178593,-0.003587019829326,0.010883060683897,0.3037829367066109,0.3196647937268332,-0.0213921853900006,-0.0334052128538778,2.222797869695571,232.43333333333337,external_candidate,True,True
bw92_none_none_ma_trend_full_none,30,0.9666666666666668,-0.0155055701662737,-0.011737148052432,-0.00368701173572,0.0101300654667763,0.3041592235605595,0.3196647937268332,-0.0216071293603217,-0.0334939122108249,1.9264431214620252,190.7,external_candidate,True,True
bw92_boll_lower_none_ma_trend_full_atr_96,30,0.9666666666666668,-0.0185423365490588,-0.0151544497201396,-0.0057762548107265,0.0090156302259614,0.3011224571777744,0.3196647937268332,-0.0214752529567028,-0.0336160564938496,2.6977975769250873,232.36666666666667,external_candidate,True,True
bw92_none_none_ma_trend_full_drawdown_90,30,0.9666666666666668,-0.0196201405733036,-0.0172054246197722,-0.0071609522158188,0.0119280789856526,0.3000446531535296,0.3196647937268332,-0.0215020574814857,-0.0331979454065765,2.2328672497386313,204.36666666666667,external_candidate,True,True
bw92_boll_lower_none_ma_trend_full_drawdown_90,30,0.9666666666666668,-0.0216059957335584,-0.0138537859569545,-0.0074146305873467,0.0112237650045301,0.2980587979932749,0.3196647937268332,-0.0215685248937983,-0.0332569385199567,2.64951128770033,203.66666666666663,external_candidate,True,True
bw92_boll_lower_none_ma_trend_full_none,30,0.9666666666666668,-0.0198168180555578,-0.0123532302384639,-0.0076939357307888,0.0067367870970889,0.2998479756712754,0.3196647937268332,-0.0217018524478609,-0.0339107695508137,2.5768248378115564,189.93333333333337,external_candidate,True,True
bw92_boll_lower_none_ma_trend_full_ma60_break_90,30,0.9666666666666668,-0.0249110553906615,-0.01970568647322,-0.0077534367531794,0.0164324555668619,0.2947537383361717,0.3196647937268332,-0.0209413747220909,-0.0327913670067548,4.190808105358683,256.03333333333336,external_candidate,True,True
bw92_none_none_ma_trend_full_ma60_break_90,30,0.9666666666666668,-0.0250749844734556,-0.01970568647322,-0.0079010453977403,0.0163959542988013,0.2945898092533776,0.3196647937268332,-0.0209413747220909,-0.0327907183246705,4.153724246531406,256.03333333333336,external_candidate,True,True
bw92_rsi_35_none_ma_trend_full_none,30,0.9666666666666668,-0.0166646850561866,-0.0129061279263031,-0.0082537687979245,0.005147388858349,0.3030001086706466,0.3196647937268332,-0.0219074246547207,-0.0344725893895941,2.901378312806945,177.9,external_candidate,True,True
bw92_boll_or_rsi_none_ma_trend_full_none,30,0.9666666666666668,-0.0191121273427379,-0.0144873139211315,-0.0088248210233139,0.0038549802966274,0.3005526663840953,0.3196647937268332,-0.0219524529879561,-0.0344955314149514,2.9742961844572924,177.46666666666667,external_candidate,True,True
bw92_rsi_35_none_ma_trend_full_drawdown_90,30,0.9666666666666668,-0.0223117069479382,-0.0164464910343442,-0.0108458380458115,0.0095973098663165,0.297353086778895,0.3196647937268332,-0.0217062574613062,-0.0335785420388596,2.857476674689248,195.56666666666663,external_candidate,True,True
bw92_rsi_35_none_macd_trend_full_none,30,0.9333333333333332,-0.0228331610747725,-0.0099292585140474,-0.0078742330471622,0.00653260004252,0.2968316326520607,0.3196647937268332,-0.0217119527010757,-0.0344990284956117,7.719183436066111,320.7,external_candidate,True,True
bw92_boll_or_rsi_none_macd_trend_full_none,30,0.9333333333333332,-0.0253230648466521,-0.0097273061947315,-0.0085412561633305,0.0053818940100249,0.2943417288801812,0.3196647937268332,-0.0217759064995393,-0.0345247894245359,7.835113047298906,318.6666666666667,external_candidate,True,True
bw92_rsi_35_none_strong_trend_full_none,30,0.9333333333333332,-0.0310755601903826,-0.020606969977179,-0.0130123738759577,0.0095018493738527,0.2885892335364506,0.3196647937268332,-0.021264124011576,-0.0340165497966608,7.525652138984451,398.8333333333333,external_candidate,True,True
bw92_none_none_macd_trend_full_none,30,0.8,-0.0241137889099525,-0.0074861703113361,-0.0049159013830676,0.0128277731670856,0.2955510048168808,0.3196647937268332,-0.0214211297996857,-0.0333535802417682,5.110977733393745,339.43333333333334,external_candidate,True,True
bw92_none_none_macd_trend_full_atr_96,30,0.8,-0.0242714496472082,-0.0076513710806247,-0.0052792472895582,0.0136467785775724,0.295393344079625,0.3196647937268332,-0.0213598066189946,-0.0332699823828631,5.077351265322741,366.3666666666667,external_candidate,True,True
bw92_boll_lower_none_macd_trend_full_atr_96,30,0.8,-0.0277138020843252,-0.0081700100002656,-0.0080149799664221,0.011230749983074,0.2919509916425081,0.3196647937268332,-0.0214330262126546,-0.0335202247163686,6.543534065901011,366.0,external_candidate,True,True
