code,name,time_key,open,close,high,low,pe_ratio,turnover_rate,volume,turnover,change_rate,last_close
US.QQQ,Invesco QQQ Trust,2026-03-31 00:00:00,564.29,577.18,578.64,564.21,0.0,0.14868,95877997.0,54805275295.0,3.3853980081679405,558.28
US.QQQ,Invesco QQQ Trust,2026-04-01 00:00:00,581.48,584.31,587.739,580.42,0.0,0.12314,79435132.0,46403052042.0,1.235316539034616,577.18
US.QQQ,Invesco QQQ Trust,2026-04-02 00:00:00,573.97,584.98,586.05,571.92,0.0,0.07926,50941709.0,29579879034.0,0.11466516061680834,584.31
US.QQQ,Invesco QQQ Trust,2026-04-06 00:00:00,586.23,588.5,590.61,584.69,0.0,0.05462,35108496.0,20621340072.0,0.6017299736743105,584.98
US.QQQ,Invesco QQQ Trust,2026-04-07 00:00:00,585.64,588.59,588.98,578.4001,0.0,0.07752,49948195.0,29246411925.0,0.015293118096861824,588.5
US.QQQ,Invesco QQQ Trust,2026-04-08 00:00:00,608.71,606.09,609.9,602.12,0.0,0.09791,63085996.0,38148148670.0,2.9732071560848805,588.59
US.QQQ,Invesco QQQ Trust,2026-04-09 00:00:00,605.93,610.19,610.5,603.03,0.0,0.05884,37837538.0,22984888062.0,0.6764671913412237,606.09
US.QQQ,Invesco QQQ Trust,2026-04-10 00:00:00,611.84,611.07,613.67,609.58,0.0,0.05267,34038533.0,20806964480.0,0.144217374916009,610.19
US.QQQ,Invesco QQQ Trust,2026-04-13 00:00:00,609.48,617.39,626.74,608.11,0.0,0.05102,32972110.0,20218175696.0,1.0342513950938412,611.07
US.QQQ,Invesco QQQ Trust,2026-04-14 00:00:00,620.22,628.6,628.6,620.1,0.0,0.07703,49921081.0,31204575238.0,1.8157080613550651,617.39
US.QQQ,Invesco QQQ Trust,2026-04-15 00:00:00,629.08,637.4,637.83,628.2,0.0,0.07724,50102386.0,31729842208.0,1.399936366528787,628.6
US.QQQ,Invesco QQQ Trust,2026-04-16 00:00:00,639.21,640.47,642.18,635.255,0.0,0.06512,42320581.0,27049387009.0,0.4816441794791419,637.4
US.QQQ,Invesco QQQ Trust,2026-04-17 00:00:00,645.59,648.85,650.0,644.07,0.0,0.08148,53488871.0,34641218506.0,1.308414133370805,640.47
US.QQQ,Invesco QQQ Trust,2026-04-20 00:00:00,648.04,646.79,648.76,642.52,0.0,0.05657,37138511.0,24009550201.0,-0.31748478076597964,648.85
US.QQQ,Invesco QQQ Trust,2026-04-21 00:00:00,648.41,644.33,650.2,642.21,0.0,0.06038,39580523.0,25583656436.0,-0.38033983209386707,646.79
US.QQQ,Invesco QQQ Trust,2026-04-22 00:00:00,650.15,655.11,655.33,648.52,0.0,0.05701,37368402.0,24373741670.0,1.6730557323110784,644.33
US.QQQ,Invesco QQQ Trust,2026-04-23 00:00:00,653.55,651.42,656.92,645.52,0.0,0.061,40099827.0,26153379968.0,-0.5632641846407557,655.11
US.QQQ,Invesco QQQ Trust,2026-04-24 00:00:00,658.51,663.88,664.51,656.5301,0.0,0.06931,45563050.0,30116810035.0,1.912744465935961,651.42
US.QQQ,Invesco QQQ Trust,2026-04-27 00:00:00,663.4,664.23,664.43,660.69,0.0,0.04992,32717030.0,21694426450.0,0.05272037115141633,663.88
US.QQQ,Invesco QQQ Trust,2026-04-28 00:00:00,657.41,657.55,659.64,653.81,0.0,0.05241,34147916.0,22439282423.0,-1.005675744847427,664.23
US.QQQ,Invesco QQQ Trust,2026-04-29 00:00:00,658.63,661.57,661.72,656.5899,0.0,0.04859,31724860.0,20926355631.0,0.6113603528248948,657.55
US.QQQ,Invesco QQQ Trust,2026-04-30 00:00:00,665.35,667.74,668.9,657.56,0.0,0.06207,40622226.0,26971983121.0,0.9326299560137187,661.57
US.QQQ,Invesco QQQ Trust,2026-05-01 00:00:00,669.16,674.15,675.97,668.8,0.0,0.05948,39172607.0,26392026426.0,0.9599544732979856,667.74
US.QQQ,Invesco QQQ Trust,2026-05-04 00:00:00,674.66,672.88,676.73,668.9,0.0,0.05245,34541990.0,23251164973.0,-0.1883853741748842,674.15
US.QQQ,Invesco QQQ Trust,2026-05-05 00:00:00,677.96,681.61,682.7734,677.51,0.0,0.05675,37101063.0,25211546473.0,1.2974081559862112,672.88
US.QQQ,Invesco QQQ Trust,2026-05-06 00:00:00,687.78,695.77,695.93,686.48,0.0,0.05911,38778492.0,26829553671.0,2.0774343099426313,681.61
US.QQQ,Invesco QQQ Trust,2026-05-07 00:00:00,696.58,694.94,701.24,691.77,0.0,0.06673,43779087.0,30466488103.0,-0.11929229486754636,695.77
US.QQQ,Invesco QQQ Trust,2026-05-08 00:00:00,699.92,711.23,711.23,699.5,0.0,0.06786,44320421.0,31315334835.0,2.3440872593317357,694.94
US.QQQ,Invesco QQQ Trust,2026-05-11 00:00:00,710.36,713.29,714.59,708.91,0.0,0.05515,36019146.0,25666150244.0,0.28963907596697913,711.23
US.QQQ,Invesco QQQ Trust,2026-05-12 00:00:00,708.22,707.24,710.18,696.64,0.0,0.07063,45873009.0,32281208794.0,-0.8481823662185023,713.29
US.QQQ,Invesco QQQ Trust,2026-05-13 00:00:00,709.96,714.71,716.65,704.83,0.0,0.06108,40012526.0,28496344445.0,1.0562185396753616,707.24
US.QQQ,Invesco QQQ Trust,2026-05-14 00:00:00,714.62,719.79,722.03,714.22,0.0,0.0504,33327545.0,23970233500.0,0.7107777979879849,714.71
US.QQQ,Invesco QQQ Trust,2026-05-15 00:00:00,710.14,708.93,715.13,705.55,0.0,0.07838,51792656.0,36800820563.0,-1.508773392239405,719.79
US.QQQ,Invesco QQQ Trust,2026-05-18 00:00:00,711.54,705.88,712.07,698.85,0.0,0.07542,49834549.0,35130725002.0,-0.4302258332980625,708.93
US.QQQ,Invesco QQQ Trust,2026-05-19 00:00:00,699.81,701.53,706.49,695.25,0.0,0.07083,46827529.0,32841160185.0,-0.6162520541735171,705.88
US.QQQ,Invesco QQQ Trust,2026-05-20 00:00:00,705.29,713.15,713.15,703.79,0.0,0.05508,36779222.0,26094804429.0,1.6563796273858573,701.53
US.QQQ,Invesco QQQ Trust,2026-05-21 00:00:00,708.99,714.51,717.12,706.77,0.0,0.05465,36415360.0,25918579785.0,0.19070321811680763,713.15
US.QQQ,Invesco QQQ Trust,2026-05-22 00:00:00,718.07,717.54,722.12,715.95,0.0,0.04989,33118575.0,23805053596.0,0.42406684301129066,714.51
US.QQQ,Invesco QQQ Trust,2026-05-26 00:00:00,725.96,730.28,731.17,724.16,0.0,0.0516,34254692.0,24941471302.0,1.7755107729185844,717.54
US.QQQ,Invesco QQQ Trust,2026-05-27 00:00:00,732.96,729.45,733.32,725.44,0.0,0.05309,35148674.0,25622575371.0,-0.11365503642437522,730.28
US.QQQ,Invesco QQQ Trust,2026-05-28 00:00:00,729.73,735.6,736.6,726.41,0.0,0.04941,32839952.0,24069607037.0,0.8431009664815926,729.45
US.QQQ,Invesco QQQ Trust,2026-05-29 00:00:00,737.84,738.31,741.63,735.25,0.0,0.05637,37541668.0,27708765220.0,0.36840674279498675,735.6
US.QQQ,Invesco QQQ Trust,2026-06-01 00:00:00,737.04,742.74,745.65,735.99,0.0,0.05065,33890559.0,25118782259.0,0.6000189622245484,738.31
US.QQQ,Invesco QQQ Trust,2026-06-02 00:00:00,742.4,746.16,746.44,739.23,0.0,0.04512,30085237.0,22386833080.0,0.4604572259471631,742.74
US.QQQ,Invesco QQQ Trust,2026-06-03 00:00:00,747.31,744.21,748.65,741.01,0.0,0.0608,40270198.0,29980101841.0,-0.2613380508201903,746.16
US.QQQ,Invesco QQQ Trust,2026-06-04 00:00:00,735.48,740.61,743.4988,732.62,0.0,0.0614,40782580.0,30145096578.0,-0.48373442979804393,744.21
US.QQQ,Invesco QQQ Trust,2026-06-05 00:00:00,730.06,705.06,731.69,704.32,0.0,0.14957,99606571.0,71459957979.0,-4.800097217158838,740.61
US.QQQ,Invesco QQQ Trust,2026-06-08 00:00:00,717.81,716.07,723.03,713.07,0.0,0.07093,47401451.0,33972841309.0,1.5615692281508105,705.06
US.QQQ,Invesco QQQ Trust,2026-06-09 00:00:00,722.98,707.83,725.66,686.37,0.0,0.13856,91932171.0,64759357135.0,-1.1507254877316475,716.07
US.QQQ,Invesco QQQ Trust,2026-06-10 00:00:00,701.66,693.69,711.28,692.93,0.0,0.09889,65334283.0,45736541850.0,-1.9976548041196311,707.83
US.QQQ,Invesco QQQ Trust,2026-06-11 00:00:00,699.29,717.12,718.3721,695.0,0.0,0.10868,71798857.0,50720779367.0,3.3775894131384256,693.69
US.QQQ,Invesco QQQ Trust,2026-06-12 00:00:00,717.61,721.34,724.01,711.28,0.0,0.07746,51175372.0,36820641375.35,0.5884649709950953,717.12
